7	4	0	4	6	6	4	5	0	5	6	5	5	0	1	7	0	2	5	0	5	6	4	1	1	
4	12	1	8	9	8	5	7	0	10	7	7	9	0	1	8	0	4	7	0	9	6	7	1	1	
0	1	3	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
4	8	1	9	7	7	4	5	0	7	6	5	6	0	0	6	0	4	5	0	6	6	4	1	1	
6	9	1	7	13	9	7	7	1	9	8	9	8	0	1	10	0	3	8	0	11	8	10	0	1	
6	8	0	7	9	14	8	9	1	11	8	8	10	0	0	10	0	4	8	0	11	9	9	2	1	
4	5	0	4	7	8	9	7	0	6	6	5	6	0	0	8	0	3	7	0	8	7	7	1	0	
5	7	0	5	7	9	7	11	0	9	6	8	8	0	1	8	0	3	7	0	8	8	7	2	0	
0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	
5	10	0	7	9	11	6	9	1	13	7	9	11	0	1	10	0	3	7	0	11	9	8	2	1	
6	7	1	6	8	8	6	6	1	7	11	5	8	0	1	10	0	4	6	0	8	8	7	2	1	
5	7	0	5	9	8	5	8	1	9	5	11	8	0	1	8	0	2	6	0	8	8	8	1	0	
5	9	0	6	8	10	6	8	1	11	8	8	12	0	1	10	0	2	6	0	10	9	7	2	1	
0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	
1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	
7	8	0	6	10	10	8	8	1	10	10	8	10	0	1	13	0	4	7	0	11	10	8	2	1	
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	
2	4	0	4	3	4	3	3	0	3	4	2	2	1	0	4	0	6	4	1	4	3	3	1	0	
5	7	0	5	8	8	7	7	0	7	6	6	6	0	1	7	0	4	11	0	9	7	8	0	0	
0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	
5	9	0	6	11	11	8	8	1	11	8	8	10	0	1	11	0	4	9	0	14	9	11	1	1	
6	6	0	6	8	9	7	8	1	9	8	8	9	0	1	10	0	3	7	0	9	11	7	2	0	
4	7	1	4	10	9	7	7	1	8	7	8	7	0	1	8	0	3	8	0	11	7	13	1	0	
1	1	0	1	0	2	1	2	0	2	2	1	2	0	0	2	0	1	0	0	1	2	1	2	0	
1	1	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	
