26725620 36175307 64004147 76411897 81413470 216953513 225812577 373044930 
36175307 26725620 50952050 58555820 64004147 64231904 78543018 114964907 164285180 216953513 225812577 247405142 373044930 
37512307 83874039 164285180 222087943 
50952050 36175307 58555820 64231904 78543018 114964907 164285180 216953513 225812577 373044930 
58555820 36175307 50952050 64004147 64231904 67446082 76411897 78543018 81413470 114964907 164285180 216953513 225812577 247405142 
64004147 26725620 36175307 58555820 67446082 76411897 78543018 78602687 81413470 96090129 114964907 216953513 225812577 247405142 373044930 
64231904 36175307 50952050 58555820 76411897 78602687 81413470 114964907 225812577 247405142 
67446082 58555820 64004147 71333138 76411897 78543018 78602687 81413470 114964907 225812577 247405142 373044930 
71333138 67446082 
76411897 26725620 58555820 64004147 64231904 67446082 78543018 78602687 81413470 114964907 216953513 225812577 247405142 373044930 
78543018 36175307 50952050 58555820 64004147 67446082 76411897 78602687 164285180 216953513 225812577 373044930 
78602687 64004147 64231904 67446082 76411897 78543018 81413470 114964907 225812577 247405142 373044930 378052407 
81413470 26725620 58555820 64004147 64231904 67446082 76411897 78602687 114964907 216953513 225812577 247405142 373044930 
83874039 37512307 143349395 222087943 
96090129 64004147 
114964907 36175307 50952050 58555820 64004147 64231904 67446082 76411897 78602687 81413470 216953513 225812577 247405142 373044930 
143349395 83874039 
164285180 36175307 37512307 50952050 58555820 78543018 373044930 
216953513 26725620 36175307 50952050 58555820 64004147 76411897 78543018 81413470 114964907 225812577 443549028 
222087943 37512307 83874039 
225812577 26725620 36175307 50952050 58555820 64004147 64231904 67446082 76411897 78543018 78602687 81413470 114964907 216953513 247405142 
247405142 36175307 58555820 64004147 64231904 67446082 76411897 78602687 81413470 114964907 225812577 373044930 
373044930 26725620 36175307 50952050 64004147 67446082 76411897 78543018 78602687 81413470 114964907 164285180 247405142 378052407 
378052407 78602687 373044930 
443549028 216953513 
